1 2
1 9
9 10
3 10
3 4
4 11
11 12
5 12
5 6
12 13
6 13
13 14
7,14
7,8
2,8
8,15
14,15
9,26
11,17
17,20
16,17
16,19
19,20
19,22
21,22
21,23
13,18
18,24
14,25
26,27
23,27
23,24
24,28
28,29
25,29
26,52
26,32
32,33
27,33
33,34
30,34
30,31
24,31
31,35
28,35
28,36
35,36
36,37
37,41
35,41
35,38
33,38
38,39
38,51
51,52
52,53
47,51
45,47
39,45
39,42
40,42
35,40
40,41
41,43
42,43
42,46
47,53
46,48
48,53
53,54
49,54
48,49
43,48
43,44
44,49
